County,Race,Candidate,Party,Votes,PercentageOfTotalVotes,JurisdictionName
Okanogan,OKANOGAN PUD ALL Commissioner Dist. #2,William (Bill) Colyar,,5277,100,Public Utility
Okanogan,CITY OF OROVILLE Proposition No. 1 EMERGENCY MEDICAL CARE AND AMBULANCE SERVICES LEVY,Yes,,151,45.8967,City/Town
Okanogan,CITY OF OROVILLE Proposition No. 1 EMERGENCY MEDICAL CARE AND AMBULANCE SERVICES LEVY,No,,178,54.1033,City/Town
Okanogan,REPUBLIC SCHOOL 309 Bonds to Construct and Remodel School Facilities ,Approved,,11,52.381,School
Okanogan,REPUBLIC SCHOOL 309 Bonds to Construct and Remodel School Facilities ,Against,,10,47.619,School
Okanogan,"TONASKET SCHOOL 404 Proposition No. 1 CAPITAL LEVY FOR SAFETY, ENERGY EFFICIENCY AND INFRASTRUCTURE IMPROVEMENTS",Yes,,542,44.2088,School
Okanogan,"TONASKET SCHOOL 404 Proposition No. 1 CAPITAL LEVY FOR SAFETY, ENERGY EFFICIENCY AND INFRASTRUCTURE IMPROVEMENTS",No,,684,55.7912,School
Okanogan,OROVILLE EMS DISTRICT Proposition No. 1 EMERGENCY MEDICAL CARE AND AMBULANCE SERVICES LEVY,Yes,,236,36.2519,EMS
Okanogan,OROVILLE EMS DISTRICT Proposition No. 1 EMERGENCY MEDICAL CARE AND AMBULANCE SERVICES LEVY,No,,415,63.7481,EMS
Pacific,State Measures Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,Yes,,2463,33.4874,State Executive
Pacific,State Measures Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,No,,4892,66.5126,State Executive
Pacific,State Measures Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,Yes,,4408,60.1282,State Executive
Pacific,State Measures Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,No,,2923,39.8718,State Executive
Pacific,State Measures Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,Yes,,3389,45.9775,State Executive
Pacific,State Measures Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,No,,3982,54.0225,State Executive
Pacific,State Measures Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,Yes,,3941,53.7727,State Executive
Pacific,State Measures Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,No,,3388,46.2273,State Executive
Pacific,Advisory Votes Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Repealed,,4550,64.9629,State Executive
Pacific,Advisory Votes Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Maintained,,2454,35.0371,State Executive
Pacific,United States U.S. Senator,Maria Cantwell,(Prefers Democratic Party),3701,50.4567,Federal
Pacific,United States U.S. Senator,Susan Hutchison,(Prefers Republican Party),3634,49.5433,Federal
Pacific,Congressional District 3 U.S. Representative,Jaime Herrera Beutler,(Prefers Republican Party),3682,50.5491,Congressional
Pacific,Congressional District 3 U.S. Representative,Carolyn Long,(Prefers Democratic Party),3602,49.4509,Congressional
Pacific,Legislative District 19 State Representative Pos. 1,Jim Walsh,(Prefers Republican Party),3449,47.2142,Legislative
Pacific,Legislative District 19 State Representative Pos. 1,Erin Frasier,(Prefers Democratic Party),3856,52.7858,Legislative
Pacific,Legislative District 19 State Representative Pos. 2,Brian E. Blake,(Prefers Democratic Party),4096,56.3799,Legislative
Pacific,Legislative District 19 State Representative Pos. 2,Joel McEntire,(Prefers Republican Party),3169,43.6201,Legislative
Pacific,Pacific County COUNTY ASSESSOR,Bruce P. Walker,(States No Party Preference),5447,100,County
Pacific,Pacific County COUNTY AUDITOR,Joyce Kidd,(Prefers Democratic Party),5181,100,County
Pacific,Pacific County COUNTY CLERK,Virginia A. Leach,(Prefers Democrat Party),5158,100,County
Pacific,Pacific County COUNTY COMMISSIONER #03,Michael &quot;Hawk&quot; Runyon,(Prefers Independent Party),3553,56.9209,County
Pacific,Pacific County COUNTY COMMISSIONER #03,Todd P. Stephens,(States No Party Preference),2689,43.0791,County
Pacific,Pacific County COUNTY SHERIFF,Scott L. Johnson,(Prefers Democratic Party),3325,46.1421,County
Pacific,Pacific County COUNTY SHERIFF,Robin Souvenir,(Prefers Independent Party),3881,53.8579,County
Pacific,Pacific County COUNTY TREASURER,RENEE GOODIN,(Prefers DEMOCRATIC Party),5157,100,County
Pacific,Pacific County PROSECUTING ATTORNEY,Mark McClain,(Prefers Independent Party),4120,59.7448,County
Pacific,Pacific County PROSECUTING ATTORNEY,Pam Nogueira Maneman,(States No Party Preference),2776,40.2552,County
Pacific,Supreme Court Justice Position 2,Susan Owens,,4935,100,Judicial
Pacific,Supreme Court Justice Position 8,Nathan Choi,,2251,39.0595,Judicial
Pacific,Supreme Court Justice Position 8,Steve Gonzalez,,3512,60.9405,Judicial
Pacific,Supreme Court Justice Position 9,Sheryl Gordon McCloud,,4840,100,Judicial
Pacific,"Court of Appeals, Division 2, District 3 Judge Position 1",Rich Melnick,,4691,100,Judicial
Pacific,Court - North District DISTRICT COURT JUDGE,Elizabeth Penoyar,,1982,100,Judicial
Pacific,Court - South District DISTRICT COURT JUDGE,Nancy R. McAllister,,3166,100,Judicial
Pacific,PUD District 2 PUBLIC UTILITY COMMISSIONER #02,Debbie Oakes,,3745,56.7682,Public Utility
Pacific,PUD District 2 PUBLIC UTILITY COMMISSIONER #02,Don Pape,,2852,43.2318,Public Utility
Pacific,Emergency Med. Service 1 Proposition No. 1 Ambulance and Emergency Medical Service Funding Ambulance and Emergency Medical Service Funding,Approved,,1976,69.8233,EMS
Pacific,Emergency Med. Service 1 Proposition No. 1 Ambulance and Emergency Medical Service Funding Ambulance and Emergency Medical Service Funding,Rejected,,854,30.1767,EMS
Pacific,Fire District #15 Grays Harbor-Pacific County Fire Protection District No. 15 Permanent Levy for Emergency Medical Care and Ambulance Service Permanent EMS Levy,Yes,,12,63.1579,Fire
Pacific,Fire District #15 Grays Harbor-Pacific County Fire Protection District No. 15 Permanent Levy for Emergency Medical Care and Ambulance Service Permanent EMS Levy,No,,7,36.8421,Fire
Pend Oreille,State Measures Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,Yes,,1421,22.47,State Executive
Pend Oreille,State Measures Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,No,,4903,77.53,State Executive
Pend Oreille,State Measures Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,Yes,,4199,66.4609,State Executive
Pend Oreille,State Measures Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,No,,2119,33.5391,State Executive
Pend Oreille,State Measures Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,Yes,,1919,30.2872,State Executive
Pend Oreille,State Measures Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,No,,4417,69.7128,State Executive
Pend Oreille,State Measures Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,Yes,,2746,43.8658,State Executive
Pend Oreille,State Measures Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,No,,3514,56.1342,State Executive
Pend Oreille,Advisory Votes Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Repealed,,4642,76.5754,State Executive
Pend Oreille,Advisory Votes Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Maintained,,1420,23.4246,State Executive
Pend Oreille,United States U.S. Senator,Maria Cantwell,(Prefers Democratic Party),2242,35.7348,Federal
Pend Oreille,United States U.S. Senator,Susan Hutchison,(Prefers Republican Party),4032,64.2652,Federal
Pend Oreille,Congressional District 5 U.S. Representative,Cathy McMorris Rodgers,(Prefers Republican Party),4134,65.9541,Congressional
Pend Oreille,Congressional District 5 U.S. Representative,Lisa Brown,(Prefers Democratic Party),2134,34.0459,Congressional
Pend Oreille,Legislative District 7 State Senator,Shelly Short,(Prefers Republican Party),4186,67.2666,Legislative
Pend Oreille,Legislative District 7 State Senator,Karen Hardy,(Prefers Democratic Party),2037,32.7334,Legislative
Pend Oreille,Legislative District 7 State Representative Pos. 1,Jacquelin Maycumber,(Prefers Republican Party),4189,67.871,Legislative
Pend Oreille,Legislative District 7 State Representative Pos. 1,Randall (Randy) Michaelis,(Prefers Democratic Party),1983,32.129,Legislative
Pend Oreille,Legislative District 7 State Representative Pos. 2,Joel Kretz,(Prefers Republican Party),4174,67.4422,Legislative
Pend Oreille,Legislative District 7 State Representative Pos. 2,Mike Bell,(Prefers Democratic Party),2015,32.5578,Legislative
Pend Oreille,County COUNTY ASSESSOR,James W. McCroskey,(Prefers Republican Party),4773,100,County
Pend Oreille,County COUNTY AUDITOR,Marianne Nichols,(Prefers Republican Party),5001,100,County
Pend Oreille,County COUNTY CLERK,Tammie A. Ownbey,(Prefers Republican Party),4962,100,County
Pend Oreille,County COUNTY COMMISSIONER 2,Mike Manus,(Prefers Republican Party),4026,66.6005,County
Pend Oreille,County COUNTY COMMISSIONER 2,Sheryl Miller,(States No Party Preference),2019,33.3995,County
Pend Oreille,County COUNTY PROSECUTOR,Dolly Hunt,(Prefers Republican Party),4889,100,County
Pend Oreille,County COUNTY SHERIFF,Glenn Blakeslee,(Prefers Republican Party),3393,57.5475,County
Pend Oreille,County COUNTY SHERIFF,Jon Carman,(Prefers Republican Party),2503,42.4525,County
Pend Oreille,County COUNTY TREASURER,Nicole Dice,(Prefers Republican Party),2947,52.8231,County
Pend Oreille,County COUNTY TREASURER,Tom Watson,(Prefers Republican Party),2632,47.1769,County
Pend Oreille,County DISTRICT COURT JUDGE,Robin R. McCroskey,,4337,100,County
Pend Oreille,Supreme Court Justice Position 2,Susan Owens,,4406,100,Judicial
Pend Oreille,Supreme Court Justice Position 8,Nathan Choi,,2185,43.9284,Judicial
Pend Oreille,Supreme Court Justice Position 8,Steve Gonzalez,,2789,56.0716,Judicial
Pend Oreille,Supreme Court Justice Position 9,Sheryl Gordon McCloud,,4264,100,Judicial
Pend Oreille,"Court of Appeals, Division 3, District 1 Judge Position 1",Laurel Siddoway,,4260,100,Judicial
Pend Oreille,City of Metaline Annexation of Metaline into Pend Oreille County Fire Protection District No. 2 for Fire Protection and Emergency Medical Services Annexation of Town Metaline into Fire Protection District No. 2,Approved,,55,83.3333,City/Town
Pend Oreille,City of Metaline Annexation of Metaline into Pend Oreille County Fire Protection District No. 2 for Fire Protection and Emergency Medical Services Annexation of Town Metaline into Fire Protection District No. 2,Rejected,,11,16.6667,City/Town
Pend Oreille,Fire District - 02 Annexation of the Town of Metaline into Pend Oreille County Fire District 2 Annexation of Town Metalline into Fire District No. 2,Yes,,652,78.1775,Fire
Pend Oreille,Fire District - 02 Annexation of the Town of Metaline into Pend Oreille County Fire District 2 Annexation of Town Metalline into Fire District No. 2,No,,182,21.8225,Fire
Pend Oreille,Fire District - 02 Ten-Year EMS Levy Prop 2 Ten-Year EMS Levy Prop 2,Yes,,388,44.3429,Fire
Pend Oreille,Fire District - 02 Ten-Year EMS Levy Prop 2 Ten-Year EMS Levy Prop 2,No,,487,55.6571,Fire
Pend Oreille,Sacheen Lake W/S District SACHEEN LAKE WATER &amp; SEWER DISTRlCT ONE YEAR EXCESS LEVY FOR SACHEEN W/S 1 YR EXCESS LEVY FOR M/O,Yes,,95,58.2822,Water
Pend Oreille,Sacheen Lake W/S District SACHEEN LAKE WATER &amp; SEWER DISTRlCT ONE YEAR EXCESS LEVY FOR SACHEEN W/S 1 YR EXCESS LEVY FOR M/O,No,,68,41.7178,Water
Pend Oreille,Public Utility District (ALL) PUBLIC UTILITY COMMISSIONER #1,Dan Peterson,,2435,47.7264,Public Utility
Pend Oreille,Public Utility District (ALL) PUBLIC UTILITY COMMISSIONER #1,Joe Onley,,2667,52.2736,Public Utility
Pierce,State Measures Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,Yes,,50238,36.3585,State Executive
Pierce,State Measures Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,No,,87936,63.6415,State Executive
Pierce,State Measures Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,Yes,,86817,63.6544,State Executive
Pierce,State Measures Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,No,,49571,36.3456,State Executive
Pierce,State Measures Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,Yes,,75620,54.7943,State Executive
Pierce,State Measures Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,No,,62387,45.2057,State Executive
Pierce,State Measures Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,Yes,,74701,54.3755,State Executive
Pierce,State Measures Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,No,,62679,45.6245,State Executive
Pierce,Advisory Votes Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Repealed,,81289,61.2998,State Executive
Pierce,Advisory Votes Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Maintained,,51320,38.7002,State Executive
Pierce,COUNTY Proposed Charter Amendment No. 48 Biennial (Two-Year) County Budget Cycle,Approved,,83359,63.6153,County
Pierce,COUNTY Proposed Charter Amendment No. 48 Biennial (Two-Year) County Budget Cycle,Rejected,,47677,36.3847,County
Pierce,"COUNTY Proposed Charter Amendment No. 49 Procedures for Initiative, Referendum, Agenda and Charter Amendment Petitions",Approved,,95319,74.4779,County
Pierce,"COUNTY Proposed Charter Amendment No. 49 Procedures for Initiative, Referendum, Agenda and Charter Amendment Petitions",Rejected,,32664,25.5221,County
Pierce,COUNTY Proposed Charter Amendment No. 50 Filling Vacancies in Elective Offices,Yes,,89723,69.6504,County
Pierce,COUNTY Proposed Charter Amendment No. 50 Filling Vacancies in Elective Offices,No,,39096,30.3496,County
Pierce,United States U.S. Senator,Maria Cantwell,(Prefers Democratic Party),71819,51.807,Federal
Pierce,United States U.S. Senator,Susan Hutchison,(Prefers Republican Party),66809,48.193,Federal
Pierce,Congressional District 6 U.S. Representative,Derek Kilmer,(Prefers Democratic Party),27443,67.7003,Congressional
Pierce,Congressional District 6 U.S. Representative,Douglas Dightman,(Prefers Republican Party),13093,32.2997,Congressional
Pierce,Congressional District 8 U.S. Representative,Dino Rossi,(Prefers GOP Party),17815,57.2664,Congressional
Pierce,Congressional District 8 U.S. Representative,Kim Schrier,(Prefers Democratic Party),13294,42.7336,Congressional
Pierce,Congressional District 9 U.S. Representative,Adam Smith,(Prefers Democratic Party),2370,74.132,Congressional
Pierce,Congressional District 9 U.S. Representative,Sarah Smith,(Prefers Democratic Party),827,25.868,Congressional
Pierce,Congressional District 10 U.S. Representative,Denny Heck,(Prefers Democratic Party),34865,56.5284,Congressional
Pierce,Congressional District 10 U.S. Representative,Joseph Brumbles ,(Prefers Republican Party),26812,43.4716,Congressional
Pierce,Legislative District 2 State Representative Pos. 1,Andrew Barkis,(Prefers Republican Party),9795,62.9337,Legislative
Pierce,Legislative District 2 State Representative Pos. 1,Anneliese Feld,(Prefers Democratic Party),5769,37.0663,Legislative
Pierce,Legislative District 2 State Representative Pos. 2,JT Wilcox,(Prefers Republican Party),11928,100,Legislative
Pierce,Legislative District 25 State Representative Pos. 1,Kelly Chambers,(Prefers Republican Party),12138,52.4093,Legislative
Pierce,Legislative District 25 State Representative Pos. 1,Jamie Smith,(Prefers Democratic Party),11022,47.5907,Legislative
Pierce,Legislative District 25 State Representative Pos. 2,Chris Gildon,(Prefers Republican Party),12146,52.7766,Legislative
Pierce,Legislative District 25 State Representative Pos. 2,Brian Duthie,(Prefers Democratic Party),10868,47.2234,Legislative
Pierce,Legislative District 26 State Senator,Emily Randall,(Prefers Democratic Party),8449,50.2767,Legislative
Pierce,Legislative District 26 State Senator,Marty McClendon,(Prefers Republican Party),8356,49.7233,Legislative
Pierce,Legislative District 26 State Representative Pos. 1,Connie FitzPatrick,(Prefers Democratic Party),8160,48.9179,Legislative
Pierce,Legislative District 26 State Representative Pos. 1,Jesse L. Young,(Prefers Republican Party),8521,51.0821,Legislative
Pierce,Legislative District 26 State Representative Pos. 2,Joy Stanford,(Prefers Democratic Party),7627,45.6898,Legislative
Pierce,Legislative District 26 State Representative Pos. 2,Michelle Caldier,(Prefers Republican Party),9066,54.3102,Legislative
Pierce,Legislative District 27 State Representative Pos. 1,Laurie Jinkins,(Prefers Democratic Party),16152,70.5143,Legislative
Pierce,Legislative District 27 State Representative Pos. 1,Kyle Paskewitz,(Prefers Republican Party),6754,29.4857,Legislative
Pierce,Legislative District 27 State Representative Pos. 2,Jake Fey,(Prefers Democratic  Party),15982,72.415,Legislative
Pierce,Legislative District 27 State Representative Pos. 2,Donald Golden,(Prefers Independent Party),6088,27.585,Legislative
Pierce,Legislative District 28 State Representative Pos. 1,Mari Leavitt,(Prefers Democratic Party),11589,51.4518,Legislative
Pierce,Legislative District 28 State Representative Pos. 1,Richard (Dick) Muri,(Prefers Republican Party),10935,48.5482,Legislative
